"","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed"
"413","2021-02-16",457775591,1253115,1589093.144,10815191,38069,48313.145
"414","2021-02-17",459236579,1460988,1576256.711,10855084,39893,47077.72
"415","2021-02-18",460850932,1614353,1554142.426,10895850,40766,45608.864
"416","2021-02-19",462486321,1635389,1531186.857,10939267,43417,44438.29
"417","2021-02-20",464063231,1576910,1510794.292,10984242,44975,43277.432
"418","2021-02-21",465667362,1604131,1503307.863,11024121,39879,41372.144
"419","2021-02-22",467107224,1439862,1512106.863,11058976,34855,40264.859
"420","2021-02-23",468415601,1308377,1520001.429,11093982,35006,39827.291
"421","2021-02-24",469940591,1524990,1529144.571,11131937,37955,39550.438
"422","2021-02-25",471753391,1812800,1557494.141,11171506,39569,39379.431
"423","2021-02-26",473552290,1798899,1580852.712,11212594,41088,39046.721
"424","2021-02-27",475289925,1737635,1603813.428,11258072,45482,39118.997
"425","2021-02-28",476999563,1709638,1618885.867,11294427,36355,38615.722
"426","2021-03-01",478488930,1489367,1625957.998,11327867,33440,38413.571
"427","2021-03-02",479829658,1340728,1630579.574,11360526,32659,38078.288
"428","2021-03-03",481428269,1598611,1641096.861,11396420,35894,37783.865
"429","2021-03-04",483244606,1816337,1641602.152,11433742,37322,37462.867
"430","2021-03-05",485095468,1850862,1649025.434,11475003,41261,37487.575
"431","2021-03-06",486887901,1792433,1656853.722,11513070,38067,36428.299
"432","2021-03-07",488723714,1835813,1674878.717,11549805,36735,36482.575
"433","2021-03-08",490261680,1537966,1681821.437,11581725,31920,36265.43
"434","2021-03-09",491824756,1563076,1713585.43,11614326,32601,36257.148
"435","2021-03-10",493473214,1648458,1720706.429,11648881,34555,36065.858
"436","2021-03-11",495456952,1983738,1744620.86,11687975,39094,36318.998
"437","2021-03-12",497478962,2022010,1769070.578,11730420,42445,36488.144
"438","2021-03-13",499449112,1970150,1794458.719,11770608,40188,36791.15
"439","2021-03-14",501503737,2054625,1825717.582,11807159,36551,36764.863
"440","2021-03-15",503217083,1713346,1850771.855,11840065,32906,36905.719
"441","2021-03-16",504836195,1619112,1858777.004,11873212,33147,36983.72
"442","2021-03-17",506710471,1874276,1891036.715,11908924,35712,37149.01
"443","2021-03-18",509021803,2311332,1937835.856,11951452,42528,37639.584
"444","2021-03-19",511339352,2317549,1980055.721,11994197,42745,37682.428
"445","2021-03-20",513591017,2251665,2020272.139,12036412,42215,37972.007
"446","2021-03-21",515895363,2304346,2055946.579,12074806,38394,38235.29
"447","2021-03-22",517901877,2006514,2097827.718,12118196,43390,39733.005
"448","2021-03-23",519794552,1892675,2136908.142,12153032,34836,39974.295
"449","2021-03-24",522003364,2208812,2184699.004,12192700,39668,40539.43
"450","2021-03-25",524606635,2603271,2226404.579,12238207,45507,40965.007
"451","2021-03-26",527245583,2638948,2272318.717,12279788,41581,40798.719
"452","2021-03-27",529763532,2517949,2310359.288,12326570,46782,41451.152
"453","2021-03-28",532362588,2599056,2352460.71,12369217,42647,42058.713
"454","2021-03-29",534638691,2276103,2390973.429,12409450,40233,41607.714
"455","2021-03-30",536722444,2083753,2418270.289,12449731,40281,42385.577
"456","2021-03-31",539057972,2335528,2436372.576,12492121,42390,42774.436
"457","2021-04-01",541845397,2787425,2462680.281,12542908,50787,43528.719
"458","2021-04-02",544634538,2789141,2484136.434,12593879,50971,44870.144
"459","2021-04-03",547309845,2675307,2506616.149,12644587,50708,45430.999
"460","2021-04-04",549692571,2382726,2475711.864,12687764,43177,45506.713
"461","2021-04-05",552017111,2324540,2482631.427,12725387,37623,45133.864
"462","2021-04-06",554131043,2113932,2486942.709,12759579,34192,44264.002
"463","2021-04-07",556533470,2402427,2496499.718,12802906,43327,44397.861
"464","2021-04-08",559623804,3090334,2539772.431,12862508,59602,45657.15
"465","2021-04-09",562809107,3185303,2596367,12918571,56063,46384.573
"466","2021-04-10",565861269,3052162,2650203.427,12977666,59095,47582.715
"467","2021-04-11",569011490,3150221,2759845.567,13026747,49081,48426.147
"468","2021-04-12",571810324,2798834,2827601.856,13071609,44862,49460.293
"469","2021-04-13",574391527,2581203,2894354.856,13117346,45737,51109.572
"470","2021-04-14",577380273,2988746,2978114.712,13165556,48210,51807.143
"471","2021-04-15",580772931,3392658,3021303.855,13223586,58030,51582.577
"472","2021-04-16",584129131,3356200,3045717.718,13280283,56697,51673.149
"473","2021-04-17",587405498,3276367,3077747.002,13337535,57252,51409.863
"474","2021-04-18",590836048,3430550,3117794.008,13387413,49878,51523.724
"475","2021-04-19",594006780,3170732,3170922.287,13437169,49756,52222.868
"476","2021-04-20",596917102,2910322,3217939.288,13486791,49622,52777.866
"477","2021-04-21",600133553,3216451,3250468.571,13539009,52218,53350.433
"478","2021-04-22",603820822,3687269,3292555.861,13599808,60799,53746.001
"479","2021-04-23",607498721,3677899,3338512.858,13660205,60397,54274.575
"480","2021-04-24",610937394,3438673,3361699.431,13715725,55520,54027.141
"481","2021-04-25",614428108,3490714,3370294.289,13769889,54164,54639.431
"482","2021-04-26",617654915,3226807,3378305.003,13823500,53611,55190.146
"483","2021-04-27",620552491,2897576,3376484.143,13874874,51374,55440.435
"484","2021-04-28",623753210,3200719,3374236.718,13929255,54381,55749.428
"485","2021-04-29",627399564,3646354,3368391.728,13993624,64369,56259.427
"486","2021-04-30",630963560,3564028,3352122.286,14055350,61726,56449.29
"487","2021-05-01",634437694,3474134,3357190.281,14114840,59490,57016.433
"488","2021-05-02",637845751,3408057,3345382.144,14168635,53795,56963.721
"489","2021-05-03",640897530,3051779,3320378.135,14220000,51365,56642.87
"490","2021-05-04",643697119,2799589,3306380.008,14267432,47432,56079.718
"491","2021-05-05",646737561,3040442,3283483.288,14318185,50753,55561.43
"492","2021-05-06",650230295,3492734,3261537.567,14379621,61436,55142.433
"493","2021-05-07",653652284,3421989,3241246.283,14438672,59051,54760.287
"494","2021-05-08",656955618,3303334,3216846.291,14496105,57433,54466.431
"495","2021-05-09",660280088,3324470,3204905.276,14548753,52648,54302.573
"496","2021-05-10",663184165,2904077,3183804.999,14599458,50705,54208.288
"497","2021-05-11",665800345,2616180,3157603.712,14647929,48471,54356.719
"498","2021-05-12",668470315,2669970,3104679.146,14697894,49965,54244.144
"499","2021-05-13",671586222,3115907,3050846.715,14753548,55654,53418.143
"500","2021-05-14",674534385,2948163,2983157.288,14808424,54876,52821.717
"501","2021-05-15",677313532,2779147,2908273.431,14860700,52276,52085.003
"502","2021-05-16",680041302,2727770,2823030.566,14909819,49119,51580.855
"503","2021-05-17",682544031,2502729,2765695.144,14958561,48742,51300.433
"504","2021-05-18",684788189,2244158,2712549.141,15007528,48967,51371.291
"505","2021-05-19",687146087,2357898,2667967.42,15056962,49434,51295.436
"506","2021-05-20",689802817,2656730,2602370.721,15111119,54157,51081.577
"507","2021-05-21",692377830,2575013,2549063.574,15164508,53389,50869.138
"508","2021-05-22",694934246,2559041,2517619.857,15216730,52222,50861.432
"509","2021-05-23",697263849,2329603,2460738.86,15262112,45382,50327.574
"510","2021-05-24",699402441,2138592,2408719.29,15308171,46059,49944.293
"511","2021-05-25",701196317,1793876,2344393.28,15346843,38672,48473.574
"512","2021-05-26",703159210,1962893,2287963.992,15393240,46397,48039.722
"513","2021-05-27",705492472,2333262,2241754.287,15442139,48899,47288.579
"514","2021-05-28",707760189,2267717,2197854.856,15491095,48956,46655.286
"515","2021-05-29",709836863,2076674,2128945.288,15537531,46436,45828.714
"516","2021-05-30",711714268,1877405,2064345.566,15581604,44073,45641.717
"517","2021-05-31",713597772,1883504,2027904.433,15623297,41693,45018.001
"518","2021-06-01",715139999,1542227,1991954.575,15658797,35500,44564.857
"519","2021-06-02",716783903,1643904,1946384.719,15696929,38132,43384.149
"520","2021-06-03",718665966,1882063,1881927.713,15739272,42343,42447.575
"521","2021-06-04",720622044,1956078,1837407.856,15782504,43232,41629.862
"522","2021-06-05",722419147,1797103,1797469.143,15823851,41347,40902.866
"523","2021-06-06",723978243,1559096,1751996.428,15860323,36472,39817.006
"524","2021-06-07",725519335,1541092,1703080.431,15895916,35593,38945.572
"525","2021-06-08",726822309,1302974,1668901.429,15928953,33037,38593.719
"526","2021-06-09",728224370,1402061,1634352.434,15962824,33871,37985.005
"527","2021-06-10",729772338,1547968,1586624.566,16018107,55283,39833.567
"528","2021-06-11",731491879,1719541,1552833.57,16063891,45784,40198.142
"529","2021-06-12",733147438,1655559,1532612.999,16109566,45675,40816.43
"530","2021-06-13",734721498,1574060,1534750.713,16148715,39149,41198.861
"531","2021-06-14",736187290,1465792,1523993.575,16190305,41590,42055.572
"532","2021-06-15",737405304,1218014,1511856.433,16224209,33904,42179.436
"533","2021-06-16",738690871,1285567,1495214.434,16256605,32396,41968.715
"534","2021-06-17",740256712,1565841,1497767.72,16296023,39418,39702.297
"535","2021-06-18",741921006,1664294,1489875.285,16334255,38232,38623.434
"536","2021-06-19",743447956,1526950,1471502.573,16369273,35018,37101.008
"537","2021-06-20",744985984,1538028,1466355.151,16403087,33814,36338.867
"538","2021-06-21",746373495,1387511,1455172.152,16435433,32346,35018.292
"539","2021-06-22",747591079,1217584,1455110.715,16463085,27652,34125.15
"540","2021-06-23",748899366,1308287,1458356.432,16492289,29204,33669.145
"541","2021-06-24",750583145,1683779,1475204.704,16527126,34837,33014.72
"542","2021-06-25",752363638,1780493,1491804.577,16562149,35023,32556.287
"543","2021-06-26",753974640,1611002,1503811.994,16595982,33833,32387
"544","2021-06-27",755565600,1590960,1511373.712,16629299,33317,32316.005
"545","2021-06-28",757055552,1489952,1526008.143,16658793,29494,31908.577
"546","2021-06-29",758351323,1295771,1537177.712,16685685,26892,31799.999
"547","2021-06-30",759796403,1445080,1556719.581,16712833,27148,31506.287
"548","2021-07-01",761522905,1726502,1562822.862,16746708,33875,31368.859
"549","2021-07-02",763175360,1652455,1544531.713,16782650,35942,31500.145
"550","2021-07-03",764946566,1771206,1567418.007,16815093,32443,31301.57
"551","2021-07-04",766671830,1725264,1586604.289,16845790,30697,30927.287
"552","2021-07-05",768232474,1560644,1596703.15,16875458,29668,30952.152
"553","2021-07-06",769645503,1413029,1613454.288,16902913,27455,31032.577
"554","2021-07-07",771281764,1636261,1640765.857,16932298,29385,31352.148
"555","2021-07-08",773288865,2007101,1680851.426,16966234,33936,31360.86
"556","2021-07-09",775285337,1996472,1729996.716,16999312,33078,30951.718
"557","2021-07-10",777936425,2651088,1855694.147,17033208,33896,31159.292
"558","2021-07-11",779915777,1979352,1891992.43,17064597,31389,31258.154
"559","2021-07-12",781705956,1790179,1924783.149,17096004,31407,31506.575
"560","2021-07-13",783367000,1661044,1960213.86,17127657,31653,32106.296
"561","2021-07-14",785380489,2013489,2014103.572,17157863,30206,32223.578
"562","2021-07-15",787665444,2284955,2053796.993,17190894,33031,32094.295
"563","2021-07-16",790026856,2361412,2105931.293,17225143,34249,32261.573
"564","2021-07-17",792397430,2370574,2065857.847,17258455,33312,32178.138
"565","2021-07-18",794651956,2254526,2105168.427,17290616,32161,32288.424
"566","2021-07-19",796575011,1923055,2124150.718,17321362,30746,32194.004
"567","2021-07-20",798386373,1811362,2145624.716,17350422,29060,31823.578
"568","2021-07-21",800522983,2136610,2163213.425,17430642,80220,38968.431
"569","2021-07-22",802807150,2284167,2163100.863,17464546,33904,39093.143
"570","2021-07-23",805230111,2422961,2171893.573,17499439,34893,39185.145
"571","2021-07-24",807629248,2399137,2175973.998,17535637,36198,39597.435
"572","2021-07-25",810197501,2568253,2220792.144,17569306,33669,39812.857
"573","2021-07-26",812210029,2012528,2233573.999,17604396,35090,40433.432
"574","2021-07-27",814107109,1897080,2245819.43,17639882,35486,41351.435
"575","2021-07-28",816547510,2440401,2289218.143,17674818,34936,34882.298
"576","2021-07-29",819273456,2725946,2352329.423,17716504,41686,35994.007
"577","2021-07-30",821992728,2719272,2394659.57,17756196,39692,36679.579
"578","2021-07-31",824681647,2688919,2436056.994,17795019,38823,37054.576
"579","2021-08-01",827236139,2554492,2434091.139,17830582,35563,37325.14
"580","2021-08-02",829417385,2181246,2458193.712,17866901,36319,37500.717
"581","2021-08-03",831464873,2047488,2479680.573,17903905,37004,37717.573
"582","2021-08-04",834021587,2556714,2496296.711,17942287,38382,38209.86
"583","2021-08-05",836800207,2778620,2503821.573,17983446,41159,38134.579
"584","2021-08-06",839803790,3003583,2544437.429,18026556,43110,38622.869
"585","2021-08-07",842625982,2822192,2563476.436,18067884,41328,38980.716
"586","2021-08-08",845349016,2723034,2587553.852,18106945,39061,39480.439
"587","2021-08-09",847725091,2376075,2615386.571,18146556,39611,39950.719
"588","2021-08-10",849866077,2140986,2628743.427,18183410,36854,39929.29
"589","2021-08-11",852413578,2547501,2627427.286,18221568,38158,39897.283
"590","2021-08-12",855283329,2869751,2640445.997,18264020,42452,40082.001
"591","2021-08-13",858227131,2943802,2631905.849,18305674,41654,39874.009
"592","2021-08-14",861148007,2920876,2646003.577,18347021,41347,39876.72
"593","2021-08-15",863865905,2717898,2645269.855,18386686,39665,39963.007
"594","2021-08-16",866258338,2392433,2647606.717,18427070,40384,40073.431
"595","2021-08-17",868455891,2197553,2655687.716,18462467,35397,39865.291
"596","2021-08-18",870992716,2536825,2654162.576,18500624,38157,39865.147
"597","2021-08-19",874090009,3097293,2686668.569,18545972,45348,40278.863
"598","2021-08-20",877114934,3024925,2698257.573,18590999,45027,40760.725
"599","2021-08-21",880032836,2917902,2697832.718,18632174,41175,40736.155
"600","2021-08-22",882745243,2712407,2697048.291,18673743,41569,41008.147
"601","2021-08-23",885018653,2273410,2680044.999,18714110,40367,41005.718
"602","2021-08-24",887234638,2215985,2682678.142,18750222,36112,41107.862
"603","2021-08-25",889887306,2652668,2699227.148,18791020,40802,41484.003
"604","2021-08-26",892849468,2962162,2679922.72,18836133,45113,41452.141
"605","2021-08-27",895801989,2952521,2669579.279,18877773,41670,40890.569
"606","2021-08-28",898703303,2901314,2667209.571,18919970,42197,41118.568
"607","2021-08-29",901469607,2766304,2674909.145,18959712,39742,40857.57
"608","2021-08-30",903774159,2304552,2679357.998,18997121,37409,40435.001
"609","2021-08-31",905845716,2071557,2658725.434,19033995,36874,40543.855
"610","2021-09-01",908346108,2500392,2636971.71,19073308,39313,40331.143
"611","2021-09-02",911163673,2817565,2616315.012,19114858,41550,39822.147
"612","2021-09-03",914032049,2868376,2604294.285,19156696,41838,39846.146
"613","2021-09-04",916759643,2727594,2579477.145,19197280,40584,39615.717
"614","2021-09-05",919353248,2593605,2554805.865,19234645,37525,39224.858
"615","2021-09-06",921483239,2129991,2529868.568,19271941,37296,39282.861
"616","2021-09-07",923499113,2015874,2521913.856,19306615,34674,38968.574
"617","2021-09-08",925797085,2297972,2492996.716,19342371,35756,38460.43
"618","2021-09-09",928123530,2326445,2422836.715,19378239,35868,37648.716
"619","2021-09-10",930564150,2440620,2361728.717,19414168,35929,36804.572
"620","2021-09-11",933132879,2568729,2339033.718,19453403,39235,36611.855
"621","2021-09-12",935466623,2333744,2301910.722,19488885,35482,36320.005
"622","2021-09-13",937428252,1961629,2277859.002,19525264,36379,36189.003
"623","2021-09-14",939291055,1862803,2255991.716,19556541,31277,35703.719
"624","2021-09-15",941428623,2137568,2233076.857,19589365,32824,35284.859
"625","2021-09-16",943777051,2348428,2236217.287,19628263,38898,35717.709
"626","2021-09-17",946061016,2283965,2213838.004,19667591,39328,36203.288
"627","2021-09-18",948394795,2333779,2180273.711,19702706,35115,35614.717
"628","2021-09-19",950568072,2173277,2157349.852,19736248,33542,35337.571
"629","2021-09-20",952889289,2321217,2208719.563,19768458,32210,34742.008
"630","2021-09-21",954602632,1713343,2187368.142,19796086,27628,34220.715
"631","2021-09-22",956544316,1941684,2159384.718,19827602,31516,34033.861
"632","2021-09-23",958630778,2088754,2089740.281,19864049,36447,33683.717
"633","2021-09-24",960817489,2186711,2108395,19897258,33209,32809.573
"634","2021-09-25",962913446,2095957,2074420.422,19930207,32949,32500.146
"635","2021-09-26",964919575,2006129,2050542.15,19961771,31564,32217.575
"636","2021-09-27",966526034,1606459,1948433.852,19988732,26961,31467.716
"637","2021-09-28",968029379,1503345,1918434.142,20016590,27858,31500.575
"638","2021-09-29",969946255,1916876,1914890.146,20048268,31678,31523.72
"639","2021-09-30",971935382,1989127,1900657.713,20082610,34342,31223.004
"640","2021-10-01",973910988,1975606,1870499.856,20115579,32969,31188.716
"641","2021-10-02",975872862,1961874,1851345.139,20146311,30732,30872.003
"642","2021-10-03",977709083,1836221,1827072.563,20175676,29365,30557.858
"643","2021-10-04",979143432,1434349,1802485.432,20199917,24244,30169.429
"644","2021-10-05",980581031,1437599,1793093.142,20223696,23779,29586.994
"645","2021-10-06",982388741,1807710,1777498,20250884,27188,28945.572
"646","2021-10-07",984311230,1922489,1767978.285,20283145,32261,28648.287
"647","2021-10-08",986255877,1944647,1763555.575,20315187,32042,28515.859
"648","2021-10-09",988114367,1858490,1748786.431,20344721,29534,28344.711
"649","2021-10-10",989904590,1790223,1742215.286,20373925,29228,28307.858
"650","2021-10-11",991310603,1406013,1738167.287,20396377,22455,28069.431
"651","2021-10-12",992724599,1414208,1734818.428,20421063,24686,28199.149
"652","2021-10-13",994509785,1785186,1731608.001,20448422,27359,28223.581
"653","2021-10-14",996370793,1861008,1722825,20478713,30291,27942.142
"654","2021-10-15",998203702,1832909,1706862.434,20507783,29070,27517.571
"655","2021-10-16",1000079394,1875692,1709319.851,20535962,28179,27324.004
"656","2021-10-17",1001861343,1781949,1708137.857,20563743,27781,27117.281
"657","2021-10-18",1003256767,1395472,1706617.422,20586685,22942,27186.863
"658","2021-10-19",1004717593,1460826,1713291.713,20610842,24157,27111.286
"659","2021-10-20",1006613977,1896384,1729177.146,20642943,32101,27788.72
"660","2021-10-21",1008607845,1993868,1748157.138,20674001,31058,27898.29
"661","2021-10-22",1010597828,1989983,1770596.286,20705938,31937,28307.859
"662","2021-10-23",1012564013,1966185,1783523.859,20736425,30487,28637.573
"663","2021-10-24",1014425183,1861170,1794841.14,20767237,30812,29070.575
"664","2021-10-25",1015828797,1403614,1796004.282,20790860,23623,29167.86
"665","2021-10-26",1017250001,1421204,1790344.005,20816292,25432,29350.005
"666","2021-10-27",1019289109,2039108,1810733.139,20846718,30426,29110.718
"667","2021-10-28",1021453618,2164509,1835110.428,20883322,36604,29903.005
"668","2021-10-29",1023545479,2091861,1849664.437,20917570,34248,30233.149
"669","2021-10-30",1025732106,2186627,1881156.134,20949434,31864,30429.858
"670","2021-10-31",1027653626,1921520,1889777.57,20978514,29080,30182.434
"671","2021-11-01",1029093316,1439690,1894931.283,21001099,22585,30034.151
"672","2021-11-02",1030548431,1455115,1899775.714,21026111,25012,29974.142
"673","2021-11-03",1032640141,2091710,1907290.277,21057654,31543,30133.715
"674","2021-11-04",1034809360,2169219,1907963.145,21091061,33407,29677.004
"675","2021-11-05",1037031062,2221702,1926511.86,21122557,31496,29283.866
"676","2021-11-06",1039216657,2185595,1926364.426,21155073,32516,29377.004
"677","2021-11-07",1041255437,2038780,1943115.858,21185058,29985,29506.293
"678","2021-11-08",1042807556,1552119,1959177.144,21208910,23852,29687.292
"679","2021-11-09",1044458859,1651303,1987204.001,21235795,26885,29954.863
"680","2021-11-10",1046943753,2484894,2043373.144,21268962,33167,30186.863
"681","2021-11-11",1049353363,2409610,2077714.72,21302847,33885,30255.145
"682","2021-11-12",1051753982,2400619,2103274.29,21335922,33075,30480.723
"683","2021-11-13",1053928480,2174498,2101689.003,21367444,31522,30338.715
"684","2021-11-14",1056218885,2290405,2137635.43,21397975,30531,30416.713
"685","2021-11-15",1058017778,1798893,2172888.855,21424706,26731,30828.002
"686","2021-11-16",1059791785,1774007,2190418,21451684,26978,30841.292
"687","2021-11-17",1062587292,2795507,2234791.289,21485825,34141,30980.435
"688","2021-11-18",1065240411,2653119,2269578.284,21521531,35706,31240.575
"689","2021-11-19",1067915596,2675185,2308801.999,21558207,36676,31754.998
"690","2021-11-20",1070626508,2710912,2385432.576,21601283,43076,33405.579
"691","2021-11-21",1073084478,2457970,2409370.427,21629539,28256,33080.577
"692","2021-11-22",1074971302,1886824,2421931.998,21653983,24444,32753.865
"693","2021-11-23",1077023967,2052665,2461740.282,21682893,28910,33029.861
"694","2021-11-24",1080151561,3127594,2509181.28,21717240,34347,33059.293
"695","2021-11-25",1083054328,2902767,2544845.288,21753492,36252,33137.294
"696","2021-11-26",1085991158,2936830,2582223.138,21788339,34847,32876.006
"697","2021-11-27",1088599091,2607933,2567511.855,21817630,29291,30906.718
"698","2021-11-28",1091009184,2410093,2560672.281,21844203,26573,30666.293
"699","2021-11-29",1093005827,1996643,2576360.719,21868261,24058,30611.149
"700","2021-11-30",1095005423,1999596,2568779.429,21896032,27771,30448.433
"701","2021-12-01",1097922709,2917286,2538735.43,21931493,35461,30607.573
"702","2021-12-02",1100984122,3061413,2561399.147,21967152,35659,30522.866
"703","2021-12-03",1104081444,3097322,2584326.572,22002977,35825,30662.584
"704","2021-12-04",1107095376,3013932,2642326.423,22035797,32820,31166.724
"705","2021-12-05",1109915862,2820486,2700953.999,22074109,38312,32843.714
"706","2021-12-06",1111998181,2082319,2713193.421,22098339,24230,32868.29
"707","2021-12-07",1113999573,2001392,2713449.997,22126075,27736,32863.291
"708","2021-12-08",1117239117,3239544,2759486.857,22158558,32483,32437.86
"709","2021-12-09",1120352721,3113604,2766942.71,22193527,34969,32339.288
"710","2021-12-10",1123311281,2958560,2747119.564,22227504,33977,32075.287
"711","2021-12-11",1126228228,2916947,2733264.572,22258198,30694,31771.574
"712","2021-12-12",1128945321,2717093,2718494.142,22287469,29271,30480.002
"713","2021-12-13",1131047030,2101709,2721264.145,22309974,22505,30233.578
"714","2021-12-14",1133022548,1975518,2717567.862,22336294,26320,30031.291
"715","2021-12-15",1136402511,3379963,2737627.714,22367911,31617,29907.576
"716","2021-12-16",1139678368,3275857,2760806.707,22401204,33293,29668.146
"717","2021-12-17",1142985983,3307615,2810671.715,22435114,33910,29658.571
"718","2021-12-18",1146234575,3248592,2858049.577,22463358,28244,29308.582
"719","2021-12-19",1149327874,3093299,2911793.293,22490329,26971,28980.001
"720","2021-12-20",1151633462,2305588,2940918.865,22511176,20847,28743.153
"721","2021-12-21",1153965968,2332506,2991917.144,22537208,26032,28702.001
"722","2021-12-22",1157994269,4028301,3084536.863,22568866,31658,28707.863
"723","2021-12-23",1162059384,4065115,3197287.995,22602022,33156,28688.291
"724","2021-12-24",1166455692,4396308,3352815.573,22633114,31092,28285.72
"725","2021-12-25",1170938695,4483003,3529160.008,22666667,33553,29044.148
"726","2021-12-26",1175280485,4341790,3707515.856,22688026,21359,28242.433
"727","2021-12-27",1177783366,2502881,3735700.571,22706836,18810,27951.433
"728","2021-12-28",1181267452,3484086,3900212.001,22728755,21919,27363.862
"729","2021-12-29",1188058438,6790986,4294881.28,22760969,32214,27443.294
"730","2021-12-30",1195243668,7185230,4740611.991,22795049,34080,27575.297
"731","2021-12-31",1203339550,8095882,5269122.571,22824428,29379,27330.576
"732","2022-01-01",1211893920,8554370,5850746.429,22850732,26304,26295.008
"733","2022-01-02",1220221863,8327943,6420196.856,22871118,20386,26156.004
"734","2022-01-03",1224979976,4758113,6742372.855,22889349,18231,26073.286
"735","2022-01-04",1231023159,6043183,7107958.145,22910441,21096,25955.577
"736","2022-01-05",1242323982,11300823,7752220.57,22942642,32201,25953.86
"737","2022-01-06",1254342219,12018237,8442650.153,22977088,34446,26006.147
"738","2022-01-07",1265838278,11496059,8928389.719,23006761,29673,26048.148
"739","2022-01-08",1276889091,11050813,9285024.423,23036306,29545,26511.149
"740","2022-01-09",1290908217,14019126,10098050.573,23063534,27228,27488.577
"741","2022-01-10",1300260458,9352241,10754354.57,23084673,21139,27904.004
"742","2022-01-11",1308709595,8449137,11098062.287,23111510,26837,28724.144
"743","2022-01-12",1323938334,15228739,11659193.14,23145457,33947,28973.572
"744","2022-01-13",1337662003,13723669,11902826.293,23184814,39357,29675.153
"745","2022-01-14",1351401379,13739376,12223300.144,23218981,34167,30317.146
"746","2022-01-15",1365115764,13714385,12603810.424,23251319,32338,30716.147
"747","2022-01-16",1380385742,15269978,12782503.565,23283565,32246,31433.006
"748","2022-01-17",1390910110,10524368,12949950.293,23312403,28838,32532.869
"749","2022-01-18",1400302241,9392131,13084663.72,23341418,29015,32844.011
"750","2022-01-19",1416527302,16225061,13226995.425,23374995,33577,32791.147
"751","2022-01-20",1432912232,16384930,13607175.573,23413252,38257,32634.004
"752","2022-01-21",1449512036,16599804,14015808.144,23455513,42261,33790.288
"753","2022-01-22",1465512594,16000558,14342404.288,23494068,38555,34678.436
"754","2022-01-23",1481948932,16436338,14509027.147,23533778,39710,35744.722
"755","2022-01-24",1493672029,11723097,14680274.141,23562082,28304,35668.434
"756","2022-01-25",1504354482,10682453,14864605.859,23595604,33522,36312.292
"757","2022-01-26",1522113061,17758579,15083679.858,23638060,42456,37580.713
"758","2022-01-27",1537870178,15757117,14993992.285,23683233,45173,38568.718
"759","2022-01-28",1553733355,15863177,14888759.865,23729075,45842,39080.292
"760","2022-01-29",1568894621,15161266,14768860.996,23772800,43725,39818.863
"761","2022-01-30",1583803751,14909130,14550688.427,23816740,43940,40423.151
"762","2022-01-31",1594500329,10696578,14404042.863,23852488,35748,41486.574
"763","2022-02-01",1604259552,9759223,14272152.856,23888116,35628,41787.427
"764","2022-02-02",1619273031,15013479,13879995.713,23937036,48920,42710.853
"765","2022-02-03",1633157123,13884092,13612420.719,23991402,54366,44024.152
"766","2022-02-04",1646410432,13253309,13239582.433,24041363,49961,44612.571
"767","2022-02-05",1659432119,13021687,12933928.287,24089338,47975,45219.721
"768","2022-02-06",1671106899,11674780,12471878.283,24133029,43691,45184.152
"769","2022-02-07",1679821196,8714297,12188695.292,24170615,37586,45446.718
"770","2022-02-08",1688138368,8317172,11982688.006,24208592,37977,45782.295
"771","2022-02-09",1701476828,13338460,11743399.572,24260929,52337,46270.433
"772","2022-02-10",1712982649,11505821,11403646.572,24315581,54652,46311.296
"773","2022-02-11",1723773068,10790419,11051805.144,24365690,50109,46332.44
"774","2022-02-12",1733607490,9834426,10596480.137,24411443,45753,46015.011
"775","2022-02-13",1742764298,9156808,10236771.861,24454694,43251,45952.148
"776","2022-02-14",1749518157,6753859,9956709.293,24487338,32644,45246.147
"777","2022-02-15",1756374264,6856107,9747985.719,24522416,35078,44832.002
"778","2022-02-16",1765598266,9224002,9160206.002,24568418,46002,43927.009
"779","2022-02-17",1774710966,9112700,8818331.583,24616684,48266,43014.718
"780","2022-02-18",1783461409,8750443,8526906.426,24665113,48429,42774.721
"781","2022-02-19",1791536112,8075491,8275587.861,24708475,43362,42433.148
"782","2022-02-20",1799036276,7500164,8038966.572,24747699,39224,41857.86
"783","2022-02-21",1804606892,5570616,7869931.854,24776891,29192,41364.725
"784","2022-02-22",1810735207,6128315,7765961.575,24808900,32009,40926.288
"785","2022-02-23",1818591728,7856521,7570607.143,24844165,35265,39392.439
"786","2022-02-24",1826446432,7854704,7390893.432,24888814,44649,38875.727
"787","2022-02-25",1833932961,7486529,7210334.296,24929646,40832,37790.434
"788","2022-02-26",1840794241,6861280,7036875.567,24968594,38948,37159.868
"789","2022-02-27",1846980046,6185805,6849109.994,24998489,29895,35827.152
"790","2022-02-28",1852252855,5272809,6806566.148,25028200,29711,35901.292
"791","2022-03-01",1857720248,5467393,6712148.713,25055543,27343,35234.715
"792","2022-03-02",1864847120,7126872,6607913.143,25090402,34859,35176.719
"793","2022-03-03",1872231206,7384086,6540681.997,25122936,32534,33446.004
"794","2022-03-04",1879388569,7157363,6493658.289,25155500,32564,32264.864
"795","2022-03-05",1886351684,6963115,6508206.137,25189245,33745,31521.571
